date,time_of_purchase,customer_name,phone_number,age,order_type,item_bought,is_combo,quantity,item_price_total,coupon_code,coupon_used,discount_amount,final_amount,payment_method,rating,review
2026-02-03,19:51,Vidya,+91 6489325288,15,Phone Call,Chicken Lollipop (4 pc),No,1,130,karur_kalam,No,0,130,PhonePe,,Very tasty and quick service too
2026-02-03,18:00,Joseph R,+91 9870568566,24,Phone Call,Chicken Wings (5 pc),No,1,130,karur_kalam,No,0,130,GPay,5,"Vera level taste, oru sight ah irundhuchu"
2026-02-03,18:41,Suresh,+91 7389083863,43,Walk-in,Chicken Wings (5 pc),No,1,130,karur_kalam,No,0,130,Cash,3,Quantity konjam kammiya irundhuchu but taste okay
2026-02-03,20:35,Deepa M,+91 7845115447,53,Walk-in,Chicken Leg (2 pc),No,1,130,karur_kalam,No,0,130,Cash,4,"Freshly grilled and juicy, highly recommend"
2026-02-03,21:42,,+91 6902294131,50,Phone Call,Chicken Lollipop (4 pc),No,1,130,karur_kalam,No,0,130,PhonePe,4,
2026-02-03,18:05,Gowtham,+91 7865890260,20,Walk-in,Chicken Wings (5 pc),No,1,130,karur_kalam,No,0,130,Cash,4,"Ultimate taste anna, naa daily varen"
2026-02-03,20:23,Meena M,+91 8902770384,27,Walk-in,Chicken Wings (5 pc),No,1,130,karur_kalam,Yes,13,117,GPay,4,
2026-02-03,17:45,Vijay M,+91 6659401399,16,Phone Call,Chicken Wings (5 pc),No,2,260,karur_kalam,No,0,260,GPay,4,"Wings semma crispy ah irundhuchu, thanks anna"
2026-02-03,22:51,Fathima M,+91 8543937690,31,Walk-in,Chicken Wings (5 pc),No,1,130,karur_kalam,No,0,130,Cash,4,"Excellent flavour, family panindhalum enjoy pannanga"
2026-02-03,21:51,Farhan Raj,+91 9697357790,45,Walk-in,Chicken Leg (2 pc),No,2,260,karur_kalam,Yes,26,234,Cash,3,"It was fine, nothing special"
2026-02-03,21:04,Ayesha Raj,+91 6265423511,39,Walk-in,Chicken Leg (2 pc),No,2,260,karur_kalam,No,0,260,GPay,4,
2026-02-03,21:15,Yazhini R,+91 9582029702,19,Phone Call,Chicken Wings (5 pc),No,1,130,karur_kalam,No,0,130,Cash,5,"Freshly grilled and juicy, highly recommend"
2026-02-03,22:43,Kumar,+91 9193745299,60,Walk-in,Chicken Wings (5 pc),No,2,260,karur_kalam,No,0,260,Cash,,
2026-02-03,19:34,Abdul Kareem,+91 9595794728,32,Walk-in,Chicken Leg (2 pc),No,1,130,karur_kalam,No,0,130,PhonePe,5,"Nalla crispy ah irundhuchu, quantity um super"
2026-02-03,19:39,Manoj Prasad,+91 6875003691,35,Walk-in,Chicken Lollipop (4 pc),No,1,130,karur_kalam,No,0,130,Cash,5,
2026-02-03,20:36,John Raj,+91 8198327315,50,Phone Call,Chicken Leg (2 pc),No,1,130,karur_kalam,No,0,130,GPay,4,"Chicken leg romba soft ah vekachu irundhuchu, super"
2026-02-03,20:16,Kumar S,+91 9632270267,23,Walk-in,Chicken Wings (5 pc),No,1,130,karur_kalam,No,0,130,Cash,5,
2026-02-03,18:36,Selvam Kumar,+91 8717545588,31,Walk-in,Chicken Wings (5 pc),No,1,130,karur_kalam,No,0,130,Card,4,
2026-02-03,20:29,Mary,+91 7431611724,16,Phone Call,Chicken Wings (5 pc),No,2,260,karur_kalam,No,0,260,Cash,,"Kalakalappa irundhuchu, next time friends oda varen"
2026-02-03,21:33,Nithya R,+91 9112535544,53,Walk-in,Chicken Leg (2 pc),No,1,130,karur_kalam,No,0,130,,,"Loved the combo, perfect spice level"
2026-02-03,19:09,Bala K,+91 7413261117,50,Walk-in,Chicken Leg (2 pc),No,1,130,karur_kalam,Yes,13,117,Cash,5,
2026-02-03,20:55,,+91 6756551256,,Phone Call,Chicken Lollipop (4 pc),No,1,130,karur_kalam,No,0,130,Cash,3,"Taste romba pramadham illa, sagalama irundhuchu"
2026-02-03,17:19,Anand S,+91 9282997968,55,Walk-in,Chicken Leg (2 pc),No,1,130,karur_kalam,No,0,130,Cash,4,
2026-02-03,17:59,Joseph,+91 6433218196,17,Walk-in,Chicken Leg (2 pc),No,1,130,karur_kalam,No,0,130,GPay,5,"Nalla crispy ah irundhuchu, quantity um super"
2026-02-03,19:15,,+91 7085368663,25,Walk-in,Chicken Leg (2 pc),No,1,130,karur_kalam,No,0,130,Cash,5,"Chicken leg romba soft ah vekachu irundhuchu, super"
2026-02-03,17:06,Anand Devi,+91 7122417974,59,Walk-in,Chicken Leg (2 pc),No,1,130,karur_kalam,No,0,130,Card,3,
2026-02-03,21:31,Ayesha Raj,+91 6265423511,39,Walk-in,Chicken Leg (2 pc),No,1,130,karur_kalam,No,0,130,GPay,3,"Decent taste, price sari than"
2026-02-03,20:11,Meena,+91 7606474687,24,Walk-in,Chicken Leg (2 pc),No,1,130,karur_kalam,No,0,130,Cash,5,
2026-02-03,17:59,Saravanan K,+91 7673037183,,Walk-in,Chicken Lollipop (4 pc),No,1,130,karur_kalam,No,0,130,GPay,5,"Amazing bbq stall, must try in this area"
2026-02-03,17:50,Elango Prasad,+91 6822782489,42,Walk-in,Chicken Leg (2 pc),No,1,130,karur_kalam,No,0,130,GPay,3,"Okay okay taste, but konjam salt adhigama irundhuchu"
2026-02-03,17:10,Karthik R,+91 6845146270,31,Phone Call,Chicken Lollipop (4 pc),No,1,130,karur_kalam,No,0,130,GPay,5,"Kalakalappa irundhuchu, next time friends oda varen"
2026-02-03,18:31,Senthil S,+91 7028439599,58,Walk-in,Chicken Lollipop (4 pc),No,1,130,karur_kalam,No,0,130,GPay,2,
2026-02-03,19:29,Sivakumar Babu,+91 9306524077,50,Walk-in,Chicken Lollipop (4 pc),No,2,260,karur_kalam,No,0,260,GPay,5,
2026-02-03,19:11,Anand S,+91 7477109324,50,Walk-in,Chicken Lollipop (4 pc),No,1,130,karur_kalam,No,0,130,GPay,4,
2026-02-03,20:35,Naveen,+91 9841459332,,Walk-in,Chicken Lollipop (4 pc),No,1,130,karur_kalam,Yes,13,117,GPay,5,"Chicken leg romba soft ah vekachu irundhuchu, super"
2026-02-03,21:12,Selvam,+91 9400524278,60,Phone Call,Chicken Lollipop (4 pc),No,1,130,karur_kalam,Yes,13,117,,5,"Semma taste bro, chicken romba soft ah irundhuchu"
2026-02-03,17:14,Muthu Devi,+91 6983584168,43,Phone Call,Chicken Lollipop (4 pc),No,1,130,karur_kalam,No,0,130,GPay,5,"Excellent flavour, family panindhalum enjoy pannanga"
2026-02-03,21:34,Vijay Prasad,+91 6586509480,19,Phone Call,Chicken Leg (2 pc),No,2,260,karur_kalam,No,0,260,Cash,3,"Average, expected more spice"
2026-02-03,22:28,Farhan R,+91 7886195761,25,Walk-in,Chicken Lollipop (4 pc),No,1,130,karur_kalam,No,0,130,,4,
